,Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster,db,Diagnosis
56,eosinophil chemotaxis (GO:0048245),24-Aug,1.85180460409935e-05,0.001152342,0,0,9.150241546,99.70803035,CCL15-CCL14;CCL23;CCL3L1;CCL4;CCL3;CCL18;CX3CL1;CCL15,All,GO_Biological_Process_2018,HET
57,eosinophil migration (GO:0072677),24-Aug,1.85180460409935e-05,0.001152342,0,0,9.150241546,99.70803035,CCL15-CCL14;CCL23;CCL3L1;CCL4;CCL3;CCL18;CX3CL1;CCL15,All,GO_Biological_Process_2018,HET
58,positive regulation of macromolecule metabolic process (GO:0010604),32/276,2.02374661340554e-05,0.001237626,0,0,2.427461854,26.23594682,CD63;RAMP2;CSF1;PDCD5;LEF1;ALOX12B;HIF1A;CLU;TNF;CCL3;CTSH;EPHB2;BVES;EGR1;MBD4;GSN;TGFB1;SLC11A1;STAT3;MSN;SOX11;IGF1;POU3F3;TGFBR1;P2RX7;TLR9;PICK1;SPRY2;HSPA1B;TLR2;HSPA1A;NFE2L2,All,GO_Biological_Process_2018,HET
59,positive regulation of angiogenesis (GO:0045766),17/103,2.26060823790475e-05,0.001359047,0,0,3.63578358,38.89303699,ITGB1;RAMP2;ANXA3;NOS3;GATA2;FGF2;ISL1;HIF1A;DLL1;THBS1;HK2;RUNX1;RHOB;HMOX1;CTSH;CHI3L1;ITGA5,All,GO_Biological_Process_2018,HET
60,glycosaminoglycan catabolic process (GO:0006027),Dec-56,2.51968172383091e-05,0.001489552,0,0,5.002997972,52.97570926,TGFB1;NAGLU;GLB1;HEXB;HEXA;GPC5;HPSE;GUSB;FGF2;GNS;CD44;ARSB,All,GO_Biological_Process_2018,HET
61,positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),Sep-32,2.60206102667516e-05,0.001513035,0,0,7.165335127,75.6417318,PYCARD;CCL3;TLR9;CYBA;CD14;CLU;ISL1;HLA-E;TLR2,All,GO_Biological_Process_2018,HET
62,positive regulation of protein phosphorylation (GO:0001934),42/412,2.71034194336283e-05,0.001550578,0,0,2.107767908,22.16497254,RET;DDR1;CSF1R;CSF1;CD81;LRRK2;TREM2;ALOX12B;TNF;CAMKK1;GPNMB;ERBB3;TRIM5;RACK1;SOX9;EPHB2;FNIP2;EPHB3;LYN;GDF10;TGFB1;SEMA4D;PLAUR;IGF1;ADRA2C;TNFRSF1B;IRGM;TGFBR1;TNFRSF1A;PTPRC;TEC;ADRB3;AXL;TLR9;HCLS1;CHI3L1;SPRY2;LCP2;ITGA5;LTBR;CD44;JCAD,All,GO_Biological_Process_2018,HET
63,pattern recognition receptor signaling pathway (GO:0002221),Nov-48,2.80342981430356e-05,0.001578375,0,0,5.45045045,57.13206782,TLR1;UNC93B1;CD180;TLR9;TLR7;CD14;CTSS;S100A8;CTSB;TLR2;LGMN,All,GO_Biological_Process_2018,HET
64,regulation of cholesterol metabolic process (GO:0090181),Oct-41,3.63467263659962e-05,0.002014404,0,0,5.910127096,60.41572115,IDI1;SQLE;HMGCS1;GPAM;FASN;SC5D;APOE;LDLRAP1;LSS;ACACA,All,GO_Biological_Process_2018,HET
65,vasodilation (GO:0042311),9-May,4.03635911694945e-05,0.002169237,0,0,22.82394027,230.9230961,NANOS1;CPS1;ADRB3;NOS3;ADRB1,All,GO_Biological_Process_2018,HET
66,membrane disruption in other organism (GO:0051673),9-May,4.03635911694945e-05,0.002169237,0,0,22.82394027,230.9230961,DEFA6;DEFA4;DEFA5;DEFA3;DEFA1,All,GO_Biological_Process_2018,HET
67,myeloid leukocyte differentiation (GO:0002573),Nov-50,4.21173306606361e-05,0.002174884,0,0,5.17039356,52.09198009,DCSTAMP;CEBPA;CSF1R;SBNO2;CSF1;CEBPE;GPR183;MT1G;MYH9;GAB2;TGFBR2,All,GO_Biological_Process_2018,HET
68,receptor internalization (GO:0031623),Nov-50,4.21173306606361e-05,0.002174884,0,0,5.17039356,52.09198009,ITGB1;RAMP2;FCER1G;RAB31;TFRC;CD81;ITGB2;CD9;LDLRAP1;CACNG2;DNM2,All,GO_Biological_Process_2018,HET
69,response to interferon-gamma (GO:0034341),13/68,4.23081430385004e-05,0.002174884,0,0,4.337616946,43.68210585,CCL23;CCL3L1;STAT1;SLC11A1;AQP4;CX3CL1;CCL15-CCL14;BST2;CCL4;CCL3;IRF8;CCL18;CCL15,All,GO_Biological_Process_2018,HET
70,"wound healing, spreading of cells (GO:0044319)",20-Jul,4.37595658900233e-05,0.002212326,0,0,9.846153846,98.82388008,DDR1;CD151;PDPN;ITGA5;RHOC;PLET1;CD44,All,GO_Biological_Process_2018,HET
71,keratan sulfate metabolic process (GO:0042339),Sep-34,4.42839445379256e-05,0.002212326,0,0,6.591411992,66.07816944,B4GALT2;B4GALT1;B3GNT7;GLB1;HEXB;HEXA;B3GNT2;ST3GAL6;GNS,All,GO_Biological_Process_2018,HET
72,regulation of angiogenesis (GO:0045765),23/177,5.00915860678725e-05,0.002467706,0,0,2.753176725,27.26101299,ITGB1;RAMP2;SPARC;ANXA3;STAT1;NOS3;GATA2;SYNJ2BP;FGF2;ISL1;HIF1A;THBS1;HK2;RUNX1;RHOB;SFRP1;EFNA3;SPRED1;GPNMB;HMOX1;CTSH;CHI3L1;SPRY2,All,GO_Biological_Process_2018,HET
73,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),40/396,5.12994767429532e-05,0.002489036,0,0,2.083748754,20.58291596,DDR1;CYFIP1;CSF1R;NCF1;CSF1;NCF2;IRS1;ARPC1B;TCIRG1;FGF2;FGFRL1;BAIAP2L2;SPRED1;ERBB3;FLRT1;BLNK;NCKAP1L;EPHB2;JAK3;WASF2;PAG1;EPHB3;LYN;BDNF;STAT3;CYBB;CYBA;IGF1;GFRA2;SIRT2;VAV1;HCK;EFNA3;TEC;AXL;FES;BTK;LCP2;ATP6V0D2;CDK5R1,All,GO_Biological_Process_2018,HET
74,positive regulation of gene expression (GO:0010628),66/771,5.19280032316278e-05,0.002489036,0,0,1.748923104,17.25426733,CD86;RET;SPI1;NCF1;CSF1;PDCD5;CLU;TNF;FGF2;ETS2;PHF8;SALL1;SIX4;SOX18;CTSH;SOX9;EPHB2;NANOS1;SLC11A1;RHOG;SOX11;PASK;PARP9;POU3F3;TGFBR1;RUNX1;DNM2;SFRP1;ELF1;ELF4;RARA;TLR9;TLR2;RAMP2;LEF1;ALOX12B;HIF1A;THBS1;TP53INP2;SPP1;CCL3;FZD1;MBD4;EGR1;FZD2;GSN;TGFB1;STAT1;ZBTB16;STAT3;MSN;NFATC1;IGF1;FLI1;P2RX7;MLXIPL;RYBP;KLHL6;LHX2;BAMBI;BCL3;SPRY2;VIM;HSPA1B;NFE2L2;HSPA1A,All,GO_Biological_Process_2018,HET
75,negative regulation of cytokine production (GO:0001818),17/110,5.38815533333892e-05,0.002548238,0,0,3.360875307,33.03311033,SRGN;CD274;CD84;SLC11A1;LEF1;TNF;DLL1;THBS1;GPNMB;AXL;TLR9;RARA;NCKAP1L;FCGR2B;JAK3;CMKLR1;HAVCR2,All,GO_Biological_Process_2018,HET
76,interferon-gamma-mediated signaling pathway (GO:0060333),13/70,5.81228992481415e-05,0.002712657,0,0,4.184977006,40.81587499,IFNGR1;STAT1;PTAFR;ICAM1;HLA-E;HCK;OAS1;TRIM5;IRF8;FCGR1A;B2M;FCGR1B;CD44,All,GO_Biological_Process_2018,HET
77,carboxylic acid catabolic process (GO:0046395),28-Aug,6.4948507059527e-05,0.002991849,0,0,7.318647343,70.56578146,PON3;TGFB1;HEXB;HEXA;GUSB;FGF2;RENBP;CD44,All,GO_Biological_Process_2018,HET
78,sprouting angiogenesis (GO:0002040),Oct-44,6.97677397337742e-05,0.003132483,0,0,5.387791128,51.56298668,NR4A1;RAMP2;RNF213;EGR3;BMPER;LEF1;NRARP;THBS1;FGF2;DLL1,All,GO_Biological_Process_2018,HET
79,cholesterol transport (GO:0030301),Oct-44,6.97677397337742e-05,0.003132483,0,0,5.387791128,51.56298668,ABCA1;STARD4;NPC2;LIPG;LCAT;APOE;LDLRAP1;CLU;LDLR;ABCG4,All,GO_Biological_Process_2018,HET
80,second-messenger-mediated signaling (GO:0019932),Dec-62,7.3046126003833e-05,0.003238683,0,0,4.401241513,41.91927029,NANOS1;LAT2;DDAH1;DHX8;NOS3;LRRK2;BTK;CCL3;PLCG2;PLCE1;CXCR4;APOE,All,GO_Biological_Process_2018,HET
81,positive regulation of cell differentiation (GO:0045597),24/194,7.68688623782439e-05,0.003301403,0,0,2.602828609,24.65766173,DLX1;TGFB1;CSF1;ZBTB16;LEF1;LPL;SOX11;IGF1;ISL1;ALOX15B;ATRAID;TGFBR1;ZFP36L1;TGFBR2;SFRP1;GLIPR2;BAMBI;FES;RPS6KA1;PDPN;TMEM119;SOX9;IL6ST;CMKLR1,All,GO_Biological_Process_2018,HET
82,T cell chemotaxis (GO:0010818),10-May,7.72530139404025e-05,0.003301403,0,0,18.25818882,172.8762847,CXCL10;GPR183;CCL3;DEFA1;PIK3CG,All,GO_Biological_Process_2018,HET
83,intracellular cholesterol transport (GO:0032367),10-May,7.72530139404025e-05,0.003301403,0,0,18.25818882,172.8762847,ABCA1;STARD4;NPC2;LDLRAP1;LDLR,All,GO_Biological_Process_2018,HET
84,negative regulation of lymphocyte proliferation (GO:0050672),29-Aug,8.5613575329755e-05,0.003615135,0,0,6.969772257,65.27656391,CD86;LYN;CD274;GPNMB;ARG1;SOX11;MNDA;FCGR2B,All,GO_Biological_Process_2018,HET
85,positive regulation of erythrocyte differentiation (GO:0045648),22-Jul,8.78239182831823e-05,0.003641562,0,0,8.532432432,79.6944264,MBD4;STAT1;STAT3;NCKAP1L;HIF1A;HSPA1B;HSPA1A,All,GO_Biological_Process_2018,HET
86,positive regulation of phosphorylation (GO:0042327),25/208,8.82927363463613e-05,0.003641562,0,0,2.519404812,23.51827285,RET;DDR1;CSF1R;LRRK2;HIF1A;TNF;THBS1;GPNMB;ERBB3;RACK1;NCKAP1L;SOX9;EPHB2;EPHB3;LYN;TGFB1;SEMA4D;PLAUR;IGF1;IRGM;P2RX7;MLXIPL;AXL;ITGA6;ANG,All,GO_Biological_Process_2018,HET
87,positive regulation of cell migration (GO:0030335),26/221,9.21045872439927e-05,0.003755115,0,0,2.459783677,22.85775089,RET;CSF1R;CD151;CSF1;LEF1;LAMC2;HIF1A;THBS1;GPNMB;GLIPR2;PLAU;PDPN;RACK1;CCL3;CTSH;SOX9;TGFB1;HSPA5;SEMA4D;IGF1;PLET1;TGFBR1;PTPRC;SPRY2;ITGA6;HBEGF,All,GO_Biological_Process_2018,HET
88,hyaluronan catabolic process (GO:0030214),16-Jun,0.000101034,0.004039675,0,0,10.96258438,100.8563342,TGFB1;HEXB;HEXA;GUSB;FGF2;CD44,All,GO_Biological_Process_2018,HET
89,positive regulation of granulocyte differentiation (GO:0030854),6-Apr,0.000101362,0.004039675,0,0,36.48700674,335.5641437,LEF1;HCLS1;EVI2B;RUNX1,All,GO_Biological_Process_2018,HET
90,cellular response to oxygen-containing compound (GO:1901701),30/274,0.000104637,0.004123852,0,0,2.271252407,20.81606317,RET;CD86;CD274;CXCL6;NCF1;INSIG1;CIB2;ZFP36L1;PYCARD;SBNO2;SOX9;CD14;LYN;P2RY12;EGR1;IGFBP5;DEFA6;DEFA4;DEFA5;DEFA3;DEFA1;TNFRSF1B;IRGM;CXCL10;MLXIPL;SFRP1;NR4A3;AXL;RARA;TLR2,All,GO_Biological_Process_2018,HET
91,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),17/116,0.000106374,0.004146259,0,0,3.1561817,28.87447579,LYN;CSF1R;TGFB1;SEMA4D;CD81;STAT3;TREM2;IGF1;PARP9;TNFRSF1A;TEC;ERBB3;DOK7;HCLS1;ITGA5;IL6ST;CD44,All,GO_Biological_Process_2018,HET
92,negative regulation of apoptotic signaling pathway (GO:2001234),Dec-65,0.000117933,0.004546843,0,0,4.151455813,37.55154107,GPX1;BCL2A1;PELI3;SIAH2;PLAUR;ITGA6;CFLAR;IGF1;CLU;THBS1;TGFBR1;HSPA1A,All,GO_Biological_Process_2018,HET
93,phosphatidylinositol-mediated signaling (GO:0048015),Nov-56,0.000126066,0.00475698,0,0,4.479586563,40.22088565,CSF1R;ERBB3;PLEKHA1;IRS1;PTAFR;PLCH1;GAB2;IGF1;PIK3CG;SIRT2;ZFP36L1,All,GO_Biological_Process_2018,HET
94,cellular defense response (GO:0006968),Nov-56,0.000126066,0.00475698,0,0,4.479586563,40.22088565,ITGB1;LGALS3BP;CX3CR1;TYROBP;NCF1;NCF2;CLEC5A;MNDA;LSP1;TCIRG1;CD300C,All,GO_Biological_Process_2018,HET
95,response to sterol (GO:0036314),11-May,0.000135543,0.005008036,0,0,15.21435453,135.5023993,TGFB1;INSIG1;CCL3;TGFBR1;TGFBR2,All,GO_Biological_Process_2018,HET
96,arginine metabolic process (GO:0006525),11-May,0.000135543,0.005008036,0,0,15.21435453,135.5023993,NANOS1;CPS1;DDAH1;NOS3;ARG1,All,GO_Biological_Process_2018,HET
97,response to tumor necrosis factor (GO:0034612),15/97,0.000144601,0.005287641,0,0,3.358700294,29.69604797,CCL23;CCL3L1;ERBIN;CX3CL1;ZFP36L1;PYCARD;CCL15-CCL14;DCSTAMP;SFRP1;CCL4;CCL3;CHI3L1;CCL18;NFE2L2;CCL15,All,GO_Biological_Process_2018,HET
98,positive regulation of nucleic acid-templated transcription (GO:1903508),46/502,0.000153433,0.005507693,0,0,1.871944782,16.4398836,RET;CD86;SPI1;NCF1;LEF1;HIF1A;TNF;FGF2;ETS2;PHF8;SALL1;SIX4;SOX18;TP53INP2;SPP1;SOX9;FZD1;NANOS1;MBD4;EGR1;FZD2;TGFB1;STAT1;ZBTB16;STAT3;RHOG;SOX11;NFATC1;IGF1;PARP9;FLI1;POU3F3;TGFBR1;RUNX1;DNM2;MLXIPL;SFRP1;ELF1;RYBP;LHX2;KLHL6;BAMBI;ELF4;BCL3;RARA;NFE2L2,All,GO_Biological_Process_2018,HET
99,regulation of inflammatory response (GO:0050727),21/166,0.000153725,0.005507693,0,0,2.665847898,23.40706993,CCL23;CCL3L1;LPL;ISL1;CX3CL1;TNFRSF1A;CCL15-CCL14;HCK;PER1;SBNO2;BCL6B;CCL4;TLR9;CCL3;TLR7;APOE;CCL18;PIK3AP1;S100A8;TLR2;CCL15,All,GO_Biological_Process_2018,HET
100,regulation of MAPK cascade (GO:0043408),24/203,0.000156495,0.005550867,0,0,2.470775928,21.65014543,LYN;RET;DDR1;GDF10;CSF1R;TGFB1;ALOX12B;IGF1;ADRA2C;TNFRSF1B;TNFRSF1A;P2RX7;SPRED1;ADRB3;ERBB3;TRIM5;AXL;TLR9;PTPN6;LTBR;EPHB2;TRIB2;JCAD;EPHB3,All,GO_Biological_Process_2018,HET
101,positive regulation of neuron differentiation (GO:0045666),15/98,0.00016264,0.005655716,0,0,3.318058225,28.94665111,FZD1;LYN;RET;DLX1;P3H1;SOX11;ADRA2C;CX3CL1;FES;VWC2;PLXNB2;APOE;SERPINI1;SCARF1;ARSB,All,GO_Biological_Process_2018,HET
102,response to molecule of bacterial origin (GO:0002237),15/98,0.00016264,0.005655716,0,0,3.318058225,28.94665111,NANOS1;CXCL6;NOS3;SLC11A1;ERBIN;TNFRSF1B;SIRT2;TNFRSF1A;C4B;CXCL10;CPS1;TLR9;CD14;LTBR;FCGR2B,All,GO_Biological_Process_2018,HET
103,positive regulation of cell motility (GO:2000147),22/179,0.000165495,0.00569914,0,0,2.580210484,22.46477936,RET;CSF1R;CD151;TGFB1;CSF1;HSPA5;SEMA4D;LEF1;LAMC2;IGF1;PLET1;THBS1;TGFBR1;GPNMB;PLAU;PDPN;RACK1;CCL3;CTSH;SPRY2;ITGA6;HBEGF,All,GO_Biological_Process_2018,HET
104,regulation of cholesterol biosynthetic process (GO:0045540),Sep-40,0.000174137,0.005939077,0,0,5.313970175,45.99596246,IDI1;SQLE;HMGCS1;GPAM;FASN;SC5D;APOE;LSS;ACACA,All,GO_Biological_Process_2018,HET
105,positive regulation of myeloid leukocyte differentiation (GO:0002763),Aug-32,0.000182508,0.006142701,0,0,6.097584541,52.49238737,DCSTAMP;CSF1;LEF1;HCLS1;EVI2B;TNF;ZFP36L1;RUNX1,All,GO_Biological_Process_2018,HET
106,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),13/78,0.000183571,0.006142701,0,0,3.668349515,31.55847739,FCER1G;NCF1;ITGB5;NCF2;TAP1;CYBB;CYBA;TAPBP;HLA-E;VAMP8;FCGR1A;B2M;FCGR1B,All,GO_Biological_Process_2018,HET
107,positive regulation of signal transduction (GO:0009967),24/206,0.000195984,0.006496764,0,0,2.429660624,20.74317823,CD63;HOMER1;IRS1;BDNF;STAT3;CD180;LY86;TREM2;IGF1;HIF1A;DLL1;TGFBR1;KLK6;SFRP1;SALL1;PTPRC;EVC;AXL;TLR9;BMP2K;CTSH;ITGA5;JCAD;TLR2,All,GO_Biological_Process_2018,HET
108,regulation of chemokine production (GO:0032642),18-Jun,0.000214057,0.007030202,0,0,9.134522662,77.18001293,TLR9;EIF2AK2;TLR7;TNF;HIF1A;TLR2,All,GO_Biological_Process_2018,HET
109,positive regulation of amyloid precursor protein catabolic process (GO:1902993),12-May,0.000222386,0.007170925,0,0,13.04018717,109.6822883,LYN;EFNA3;LRRTM3;GSAP;CLU,All,GO_Biological_Process_2018,HET
110,regulation of mononuclear cell migration (GO:0071675),12-May,0.000222386,0.007170925,0,0,13.04018717,109.6822883,LYN;CSF1;THBS1;TNF;CMKLR1,All,GO_Biological_Process_2018,HET
111,negative regulation of mitochondrion organization (GO:0010823),Aug-33,0.000229988,0.007349264,0,0,5.853371981,49.03652022,VAT1;GPX1;SIAH3;LRRK2;MUL1;IGF1;CLU;HSPA1A,All,GO_Biological_Process_2018,HET
112,cellular response to hormone stimulus (GO:0032870),13/80,0.000238278,0.007546187,0,0,3.558469787,29.68500922,MBD4;RAMP2;STAT3;CTSS;CACNA1H;HCRTR2;ZFP36L1;HCRTR1;NR4A3;CTSH;SIK1;QRFPR;CTSB,All,GO_Biological_Process_2018,HET
113,regulation of tumor necrosis factor production (GO:0032680),Nov-61,0.000278952,0.008756117,0,0,4.030562016,32.98802364,PYCARD;TLR9;RARA;CCL3;CYBA;CD14;CLU;ISL1;HAVCR2;HLA-E;TLR2,All,GO_Biological_Process_2018,HET
114,regulation of alcohol biosynthetic process (GO:1902930),Aug-34,0.000287128,0.008856037,0,0,5.627945002,45.89916285,IDI1;SQLE;HMGCS1;GPAM;FASN;SC5D;LSS;ACACA,All,GO_Biological_Process_2018,HET
115,negative regulation of T cell activation (GO:0050868),Aug-34,0.000287128,0.008856037,0,0,5.627945002,45.89916285,CD86;CD274;GPNMB;ARG1;FCGR2B;JAK3;PAG1;HAVCR2,All,GO_Biological_Process_2018,HET
116,negative regulation of lymphocyte activation (GO:0051250),19-Jun,0.000299108,0.008990991,0,0,8.431422001,68.4185028,GPNMB;SOX11;FCGR2B;SAMSN1;JAK3;PAG1,All,GO_Biological_Process_2018,HET
117,osteoclast differentiation (GO:0030316),19-Jun,0.000299108,0.008990991,0,0,8.431422001,68.4185028,CSF1R;DCSTAMP;SBNO2;CSF1;GPR183;GAB2,All,GO_Biological_Process_2018,HET
118,regulation of platelet activation (GO:0010543),19-Jun,0.000299108,0.008990991,0,0,8.431422001,68.4185028,LYN;FCER1G;TEC;NOS3;PLEK;APOE,All,GO_Biological_Process_2018,HET
119,chemokine-mediated signaling pathway (GO:0070098),Oct-52,0.000304606,0.009079314,0,0,4.359701286,35.29828051,CCL15-CCL14;CXCL6;CXCL10;CCL23;CCL3L1;CCL4;CCL3;CCL18;CX3CL1;CCL15,All,GO_Biological_Process_2018,HET
120,cellular response to oxidative stress (GO:0034599),16/115,0.000309064,0.009135425,0,0,2.967631525,23.9842832,GPX1;NCF1;NCF2;LRRK2;CYBB;CYBA;HIF1A;PRDX6;ETV5;SIRT2;PRDX1;CAT;HMOX1;HSPA1B;NFE2L2;HSPA1A,All,GO_Biological_Process_2018,HET
121,regulation of B cell proliferation (GO:0030888),Sep-43,0.00031202,0.009146558,0,0,4.844322449,39.10552458,LYN;PTPRC;TFRC;CD81;GPR183;TLR9;NCKAP1L;MNDA;FCGR2B,All,GO_Biological_Process_2018,HET
122,positive regulation of vasculature development (GO:1904018),15/104,0.000317416,0.009228482,0,0,3.093385214,24.91813707,ITGB1;RAMP2;ANXA3;NOS3;GATA2;FGF2;ISL1;HIF1A;THBS1;HK2;RUNX1;RHOB;HMOX1;CTSH;CHI3L1,All,GO_Biological_Process_2018,HET
123,cellular protein catabolic process (GO:0044257),Nov-62,0.000323363,0.009276254,0,0,3.951322389,31.75573446,CTSA;MYLIP;CTSO;SIAH2;CTSZ;CTSH;TCIRG1;CTSS;CTSC;CTSB;LGMN,All,GO_Biological_Process_2018,HET
124,positive regulation of protein kinase B signaling (GO:0051897),17/127,0.00032429,0.009276254,0,0,2.83890661,22.80741629,CD86;ITGB1;TGFB1;IRS1;FGF2;THBS1;PIK3CG;TGFBR1;VAV1;ERBB3;CCL3;CHI3L1;HCLS1;SPRY2;HPSE;PIK3AP1;HBEGF,All,GO_Biological_Process_2018,HET
125,regulation of protein kinase B signaling (GO:0051896),20/163,0.000329057,0.009337319,0,0,2.572168789,20.62694133,CD86;ITGB1;TGFB1;PLEKHA1;IRS1;MUL1;FGF2;THBS1;PIK3CG;TGFBR1;VAV1;ERBB3;RACK1;CCL3;CHI3L1;HCLS1;SPRY2;HPSE;PIK3AP1;HBEGF,All,GO_Biological_Process_2018,HET
126,receptor-mediated endocytosis (GO:0006898),22/188,0.000334027,0.009403133,0,0,2.439151316,19.52366933,ITGB1;RAMP2;SPARC;FCER1G;TFRC;CD81;ITGB2;FNBP1L;DLL1;DNM2;HPX;RAB31;ALB;PPT1;CD9;APOE;LDLRAP1;FCGR1A;FCGR2B;SCARF1;LDLR;FCGR1B,All,GO_Biological_Process_2018,HET
127,negative regulation of interleukin-10 production (GO:0032693),13-May,0.000345885,0.009660268,0,0,11.40956166,90.92740925,CD274;FCGR2B;DLL1;JAK3;TRIB2,All,GO_Biological_Process_2018,HET
128,B cell activation (GO:0042113),Dec-73,0.000366958,0.009982623,0,0,3.605476141,28.52026757,ITGB1;DCAF1;LAT2;PTPRC;NFAM1;GPR183;LEF1;BLNK;BTK;PLCG2;JAK3;HDAC9,All,GO_Biological_Process_2018,HET
129,positive regulation of multicellular organismal process (GO:0051240),23/202,0.000368127,0.009982623,0,0,2.365505532,18.7042502,MBD4;TGFB1;TFRC;SLC11A1;NFAM1;ZBTB16;LEF1;EIF2AK2;SOX11;ALOX12B;HIF1A;TNF;TGFBR1;TGFBR2;VAMP8;HCAR2;GLIPR2;BAMBI;PDPN;TMEM119;CTSH;SOX9;LDLR,All,GO_Biological_Process_2018,HET
130,positive regulation of cell projection organization (GO:0031346),Nov-63,0.000373574,0.009982623,0,0,3.875130441,30.58406075,RET;LYN;FZD1;FES;P3H1;PLXNB2;APOE;SERPINI1;SCARF1;CX3CL1;ARSB,All,GO_Biological_Process_2018,HET
131,positive regulation of interleukin-8 production (GO:0032757),Sep-44,0.000374313,0.009982623,0,0,4.705664548,37.12965873,PYCARD;TLR1;TLR9;TLR7;CD14;TNF;HSPA1B;TLR2;HSPA1A,All,GO_Biological_Process_2018,HET
132,positive regulation of transport (GO:0051050),Sep-44,0.000374313,0.009982623,0,0,4.705664548,37.12965873,CD63;CD151;NR4A3;MLC1;APOE;TNF;DLL1;TSPAN1;LDLR,All,GO_Biological_Process_2018,HET
133,regulation of steroid biosynthetic process (GO:0050810),Sep-44,0.000374313,0.009982623,0,0,4.705664548,37.12965873,IDI1;EGR1;SQLE;HMGCS1;GPAM;FASN;SC5D;LSS;ACACA,All,GO_Biological_Process_2018,HET
134,positive regulation of supramolecular fiber organization (GO:1902905),13/84,0.000390374,0.010210957,0,0,3.357281553,26.34930997,GPX1;PLEK;RHOG;CLU;MYLK3;PYCARD;HCK;BAIAP2L2;FES;CDC42EP3;NCKAP1L;APOE;CDK5R1,All,GO_Biological_Process_2018,HET
135,fatty acid metabolic process (GO:0006631),15/106,0.000391511,0.010210957,0,0,3.025078035,23.73323903,PON3;GPX1;HPGD;LPL;MSMO1;ALOX12B;ADIPOR1;ALOX15B;ACACA;PER2;ACLY;SGPL1;GPAM;FASN;SLC27A5,All,GO_Biological_Process_2018,HET
136,positive regulation of cellular component organization (GO:0051130),15/106,0.000391511,0.010210957,0,0,3.025078035,23.73323903,SH3GLB1;CD63;CD151;TGFB1;GPX1;BDNF;TNF;DLL1;TGFBR1;APOE;EPHB2;TSPAN1;LDLR;FNIP2;EPHB3,All,GO_Biological_Process_2018,HET
137,negative regulation of protein phosphorylation (GO:0001933),21/178,0.000404507,0.010472901,0,0,2.460518279,19.22363748,LYN;TGFB1;SEMA4D;LRRK2;THY1;SAMSN1;SIRT2;P2RX7;MLXIPL;SFRP1;SPRED1;PTPRC;LRRTM3;LRRTM1;FLRT1;CHAD;RACK1;SPRY2;PTPN6;EPHB2;TRIB2,All,GO_Biological_Process_2018,HET
138,regulation of fibroblast growth factor receptor signaling pathway (GO:0040036),20-Jun,0.000408544,0.010500765,0,0,7.828764293,61.0871505,SPRY4;LRIT3;SPRY2;THBS1;DUSP6;APLN,All,GO_Biological_Process_2018,HET
139,regulation of chemokine secretion (GO:0090196),8-Apr,0.000434687,0.010857996,0,0,18.24157844,141.2059408,PYCARD;CSF1R;LPL;ALOX15B,All,GO_Biological_Process_2018,HET
140,positive regulation of chemokine secretion (GO:0090197),8-Apr,0.000434687,0.010857996,0,0,18.24157844,141.2059408,PYCARD;CSF1R;LPL;ALOX15B,All,GO_Biological_Process_2018,HET
141,arginine catabolic process (GO:0006527),8-Apr,0.000434687,0.010857996,0,0,18.24157844,141.2059408,NANOS1;DDAH1;NOS3;ARG1,All,GO_Biological_Process_2018,HET
142,regulation of chaperone-mediated autophagy (GO:1904714),8-Apr,0.000434687,0.010857996,0,0,18.24157844,141.2059408,CTSA;EEF1A1;EEF1A2;GFAP,All,GO_Biological_Process_2018,HET
143,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),13/85,0.000439238,0.010894935,0,0,3.310477346,25.59154613,TGFB1;SEMA4D;CD81;ITGB2;TREM2;IGF1;SAMSN1;SFRP1;TEC;HCLS1;PTPN6;ITGA5;CD44,All,GO_Biological_Process_2018,HET
144,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",Dec-75,0.000473864,0.011672195,0,0,3.490647083,26.71947207,VAMP8;NCF1;ITGB5;NCF2;TAP1;CYBB;CYBA;FCGR1A;B2M;FCGR1B;TAPBP;HLA-E,All,GO_Biological_Process_2018,HET
145,protein phosphorylation (GO:0006468),42/470,0.000491083,0.012012906,0,0,1.816449905,13.83934544,RET;DDR1;CSF1R;TP53RK;LRRK2;MYLK3;PIK3CG;CAMKK1;RPS6KA1;MAP3K21;EPHB2;JAK3;STK32B;FNIP2;EPHB3;LYN;FYB1;MAP3K1;TGFB1;EIF2AK2;CDC7;PASK;NRBP1;TGFBR1;TGFBR2;HCK;TEC;SBK1;FES;RARA;BMP2K;BTK;TLR9;CRY1;PICK1;PTPN6;SIK1;TLR7;CAMK1G;CDKL1;TLR2;CDK5R1,All,GO_Biological_Process_2018,HET
146,DNA modification (GO:0006304),14-May,0.000515009,0.012388111,0,0,10.14129737,76.78306909,SMUG1;MBD4;TDG;EXOSC3;MUTYH,All,GO_Biological_Process_2018,HET
